## 1 - Complete phage contigs - category 1 (sure)
## Contig_id,Nb genes contigs,Fragment,Nb genes,Category,Nb phage hallmark genes,Phage gene enrichment sig,Non-Caudovirales phage gene enrichment sig,Pfam depletion sig,Uncharacterized enrichment sig,Strand switch depletion sig,Short genes enrichment sig
VIRSorter_NODE_9523_length_4042_cov_3_6619,5,VIRSorter_NODE_9523_length_4042_cov_3_6619,5,2,,2.10752451831288,,2.70744753649053,,,
VIRSorter_NODE_9535_length_4036_cov_2_1261,3,VIRSorter_NODE_9535_length_4036_cov_2_1261,3,2,,2.04557757132845,,,,,
VIRSorter_NODE_9601_length_4002_cov_2_38409,9,VIRSorter_NODE_9601_length_4002_cov_2_38409,9,2,,2.42147024830831,,4.87340556568294,,,2.07929796534391
VIRSorter_NODE_9698_length_3955_cov_1_68256,9,VIRSorter_NODE_9698_length_3955_cov_1_68256,9,2,,6.13673271398536,,4.87340556568294,,,2.07929796534391
VIRSorter_NODE_9779_length_3917_cov_1_84723,6,VIRSorter_NODE_9779_length_3917_cov_1_84723,6,2,3,,,3.24893704378863,,,
VIRSorter_NODE_987_length_38256_cov_5_35368,60,VIRSorter_NODE_987_length_38256_cov_5_35368,60,2,5,gene_14-gene_53:7.38862241708606,,gene_3-gene_54:22.92122610968771,,,gene_4-gene_13:4.91841508361015
VIRSorter_NODE_9900_length_3861_cov_1_64425,8,VIRSorter_NODE_9900_length_3861_cov_1_64425,8,2,,2.81416315685485,,4.33191605838484,,,
VIRSorter_NODE_9922_length_3848_cov_2_91273,4,VIRSorter_NODE_9922_length_3848_cov_2_91273,4,2,,2.72743676177127,,2.16595802919242,,,
VIRSorter_NODE_9931_length_3839_cov_2_3898,7,VIRSorter_NODE_9931_length_3839_cov_2_3898,7,2,,2.25190287405618,,3.79042655108673,,,
## 3 - Complete phage contigs - category 3 (not so sure)
## Contig_id,Nb genes contigs,Fragment,Nb genes,Category,Nb phage hallmark genes,Phage gene enrichment sig,Non-Caudovirales phage gene enrichment sig,Pfam depletion sig,Uncharacterized enrichment sig,Strand switch depletion sig,Short genes enrichment sig
VIRSorter_NODE_10147_length_3740_cov_2_63799,8,VIRSorter_NODE_10147_length_3740_cov_2_63799,8,3,,,,4.33191605838484,4.70519602456254,,
VIRSorter_NODE_10149_length_3739_cov_2_07682,8,VIRSorter_NODE_10149_length_3739_cov_2_07682,8,3,,,,4.33191605838484,3.32514263586801,,2.29892011493682
VIRSorter_NODE_10255_length_3693_cov_2_3829,9,VIRSorter_NODE_10255_length_3693_cov_2_3829,9,3,,,,4.87340556568294,,,3.05016129160667
VIRSorter_NODE_1049_length_36481_cov_29_4736,40,VIRSorter_NODE_1049_length_36481_cov_29_4736,40,3,,,,gene_3-gene_37:6.62505254759080,gene_4-gene_37:7.32266701026052,,
VIRSorter_NODE_10531_length_3578_cov_1_9614,10,VIRSorter_NODE_10531_length_3578_cov_1_9614,10,3,,,,5.41489507298105,4.40816724039475,,
VIRSorter_NODE_10565_length_3563_cov_1_50399,7,VIRSorter_NODE_10565_length_3563_cov_1_50399,7,3,,,,2.52667294059240,2.79240672267729,,5.19382002601611
VIRSorter_NODE_10653_length_3531_cov_9_89154,8,VIRSorter_NODE_10653_length_3531_cov_9_89154,8,3,,,,4.33191605838484,3.32514263586801,,
VIRSorter_NODE_11309_length_3298_cov_2_20937,9,VIRSorter_NODE_11309_length_3298_cov_2_20937,9,3,,,,4.87340556568294,5.29334552763285,,3.05016129160667
VIRSorter_NODE_11724_length_3170_cov_7_53772,7,VIRSorter_NODE_11724_length_3170_cov_7_53772,7,3,,,,3.79042655108673,4.11704652149222,,
VIRSorter_NODE_11976_length_3095_cov_11_7418,7,VIRSorter_NODE_11976_length_3095_cov_11_7418,7,3,,,,3.79042655108673,4.11704652149222,,
VIRSorter_NODE_1254_length_32207_cov_5_51987,35,VIRSorter_NODE_1254_length_32207_cov_5_51987,35,3,,,,11.39193072585594,5.13028179691062,,
VIRSorter_NODE_1256_length_32172_cov_55_3837,31,VIRSorter_NODE_1256_length_32172_cov_55_3837,31,3,,,,gene_2-gene_31:4.71948313841916,gene_2-gene_31:5.67777533050763,,
VIRSorter_NODE_1300_length_31169_cov_4_83872,43,VIRSorter_NODE_1300_length_31169_cov_4_83872,43,3,,,,4.74140871543495,gene_4-gene_43:3.17512334842722,,
VIRSorter_NODE_1312_length_30940_cov_55_9095,39,VIRSorter_NODE_1312_length_30940_cov_55_9095,39,3,,,,gene_2-gene_39:11.44347209557257,gene_10-gene_39:6.41538524411200,,
VIRSorter_NODE_13300_length_2760_cov_2_17227,8,VIRSorter_NODE_13300_length_2760_cov_2_17227,8,3,,,,4.33191605838484,,,2.29892011493682
VIRSorter_NODE_13663_length_2682_cov_2_30415,8,VIRSorter_NODE_13663_length_2682_cov_2_30415,8,3,,,,4.33191605838484,4.70519602456254,,4.63059858630338
VIRSorter_NODE_13949_length_2618_cov_2_18845,9,VIRSorter_NODE_13949_length_2618_cov_2_18845,9,3,,,,4.87340556568294,5.29334552763285,,2.07929796534391
VIRSorter_NODE_1400_length_29612_cov_3_92564,28,VIRSorter_NODE_1400_length_29612_cov_3_92564,28,3,,,,gene_3-gene_25:4.61538760460599,gene_6-gene_24:4.50747487911273,,
VIRSorter_NODE_14115_length_2586_cov_3_64638,8,VIRSorter_NODE_14115_length_2586_cov_3_64638,8,3,,,,4.33191605838484,2.29822468037571,,4.63059858630338
VIRSorter_NODE_1427_length_29286_cov_70_2558,24,VIRSorter_NODE_1427_length_29286_cov_70_2558,24,3,,,,5.27898666392994,gene_1-gene_23:4.58821149454094,,
VIRSorter_NODE_14401_length_2530_cov_1_62182,7,VIRSorter_NODE_14401_length_2530_cov_1_62182,7,3,,,,3.79042655108673,4.11704652149222,,3.75325529027616
VIRSorter_NODE_1517_length_27899_cov_4_80674,30,VIRSorter_NODE_1517_length_27899_cov_4_80674,30,3,,,,4.75899167970284,gene_1-gene_29:4.33490962755783,,
VIRSorter_NODE_15277_length_2368_cov_43_7168,4,VIRSorter_NODE_15277_length_2368_cov_43_7168,4,3,,,,2.16595802919242,2.35259801228127,,4.00000000000000
VIRSorter_NODE_15642_length_2308_cov_6_51043,8,VIRSorter_NODE_15642_length_2308_cov_6_51043,8,3,,,,4.33191605838484,,,2.29892011493682
VIRSorter_NODE_1571_length_27160_cov_4_50183,31,VIRSorter_NODE_1571_length_27160_cov_4_50183,31,3,,,,gene_3-gene_29:8.86967258857145,gene_3-gene_29:5.21238829690952,,
VIRSorter_NODE_1621_length_26523_cov_14_3471,27,VIRSorter_NODE_1621_length_26523_cov_14_3471,27,3,,,,10.55509128927891,4.43703965354884,,
VIRSorter_NODE_16776_length_2134_cov_2_77201,7,VIRSorter_NODE_16776_length_2134_cov_2_77201,7,3,,,,3.79042655108673,4.11704652149222,,5.19382002601611
VIRSorter_NODE_1699_length_25141_cov_2_75229,31,VIRSorter_NODE_1699_length_25141_cov_2_75229,31,3,,,,gene_2-gene_31:9.03118057975141,gene_19-gene_31:2.40866264551023,,
VIRSorter_NODE_18140_length_1965_cov_2_69843,4,VIRSorter_NODE_18140_length_1965_cov_2_69843,4,3,,,,2.16595802919242,2.35259801228127,,4.00000000000000
VIRSorter_NODE_18309_length_1943_cov_2_06356,9,VIRSorter_NODE_18309_length_1943_cov_2_06356,9,3,,,,4.87340556568294,2.78252976156380,,7.08618614761628
VIRSorter_NODE_1831_length_23596_cov_3_85884,29,VIRSorter_NODE_1831_length_23596_cov_3_85884,29,3,,,,11.51825395580191,12.80806527338641,,
VIRSorter_NODE_18388_length_1937_cov_1_77471,8,VIRSorter_NODE_18388_length_1937_cov_1_77471,8,3,,,,4.33191605838484,3.32514263586801,,4.63059858630338
VIRSorter_NODE_19417_length_1837_cov_1_20819,4,VIRSorter_NODE_19417_length_1837_cov_1_20819,4,3,,,,2.16595802919242,2.35259801228127,,4.00000000000000
VIRSorter_NODE_2067_length_21284_cov_21_1392,36,VIRSorter_NODE_2067_length_21284_cov_21_1392,36,3,,,,14.96066344347750,gene_1-gene_32:4.60975090774197,,
VIRSorter_NODE_2091_length_21015_cov_2_62839,24,VIRSorter_NODE_2091_length_21015_cov_2_62839,24,3,,,,9.13479185475220,gene_2-gene_24:2.78447143662050,,
VIRSorter_NODE_209_length_105676_cov_15_1354,119,VIRSorter_NODE_209_length_105676_cov_15_1354,119,3,,,,gene_1-gene_100:34.53140481854869;gene_103-gene_119:5.43336687510384,gene_1-gene_91:16.02347754098788,,
VIRSorter_NODE_21287_length_1678_cov_1_96673,7,VIRSorter_NODE_21287_length_1678_cov_1_96673,7,3,,,,3.79042655108673,2.79240672267729,,5.19382002601611
VIRSorter_NODE_2277_length_19423_cov_4_22,39,VIRSorter_NODE_2277_length_19423_cov_4_22,39,3,,,,16.46077901063577,gene_1-gene_35:3.41384408050350,,
VIRSorter_NODE_2354_length_18802_cov_11_1985,29,VIRSorter_NODE_2354_length_18802_cov_11_1985,29,3,,,,gene_1-gene_24:8.89175380606591,gene_10-gene_24:4.85549951675207,,
VIRSorter_NODE_23950_length_1500_cov_1_42007,6,VIRSorter_NODE_23950_length_1500_cov_1_42007,6,3,,,,3.24893704378863,2.26778983988875,,6.00000000000000
VIRSorter_NODE_249_length_94012_cov_14_0212,95,VIRSorter_NODE_249_length_94012_cov_14_0212,95,3,,,,7.87477582423425,gene_1-gene_89:3.19939248082241,,
VIRSorter_NODE_2539_length_17415_cov_4_88554,20,VIRSorter_NODE_2539_length_17415_cov_4_88554,20,3,,,,9.01024621042023,2.54140431518399,,
VIRSorter_NODE_2583_length_17119_cov_22_4282,24,VIRSorter_NODE_2583_length_17119_cov_22_4282,24,3,,,,10.91656692910690,gene_6-gene_23:2.22666263845920,,
VIRSorter_NODE_2791_length_15981_cov_290_053-circular,22,VIRSorter_NODE_2791_length_15981_cov_290_053-circular,22,3,,,,9.95372776823722,gene_7-gene_19:2.85274177436496,,gene_9-gene_20:2.34042502541055
VIRSorter_NODE_2797_length_15951_cov_48_8159,23,VIRSorter_NODE_2797_length_15951_cov_48_8159,23,3,,,,gene_3-gene_23:6.22172336310343,gene_3-gene_23:7.07568814478347,,
VIRSorter_NODE_2825_length_15760_cov_6_85864,18,VIRSorter_NODE_2825_length_15760_cov_6_85864,18,3,,,,5.09968086770863,3.57282929479912,,
VIRSorter_NODE_2834_length_15720_cov_21_7456,19,VIRSorter_NODE_2834_length_15720_cov_21_7456,19,3,,,,5.50685529775261,gene_3-gene_19:2.11428244810128,,
VIRSorter_NODE_28381_length_1273_cov_1_71018,7,VIRSorter_NODE_28381_length_1273_cov_1_71018,7,3,,,,3.79042655108673,,,5.19382002601611
VIRSorter_NODE_29857_length_1218_cov_1_36457,5,VIRSorter_NODE_29857_length_1218_cov_1_36457,5,3,,,,2.70744753649053,2.94074751535159,,5.00000000000000
VIRSorter_NODE_3100_length_14328_cov_5_55861,15,VIRSorter_NODE_3100_length_14328_cov_5_55861,15,3,,,,gene_1-gene_13:5.71714430014145,2.47954718673678,,
VIRSorter_NODE_3200_length_13884_cov_11_9386,18,VIRSorter_NODE_3200_length_13884_cov_11_9386,18,3,,,,gene_1-gene_16:5.40136148880636,gene_1-gene_12:5.40458152306846,,gene_2-gene_11:3.38671646256460
VIRSorter_NODE_3407_length_13027_cov_3_19781,23,VIRSorter_NODE_3407_length_13027_cov_3_19781,23,3,,,,gene_4-gene_22:8.26711133959406,gene_4-gene_21:5.44610990085183,,
VIRSorter_NODE_36011_length_1023_cov_1_75826,5,VIRSorter_NODE_36011_length_1023_cov_1_75826,5,3,,,,2.70744753649053,2.94074751535159,,5.00000000000000
VIRSorter_NODE_3635_length_12181_cov_3_32649,23,VIRSorter_NODE_3635_length_12181_cov_3_32649,23,3,,,,gene_5-gene_23:6.58490902966535,gene_5-gene_23:3.69293708580636,,
VIRSorter_NODE_36638_length_1007_cov_1_34559,4,VIRSorter_NODE_36638_length_1007_cov_1_34559,4,3,,,,2.16595802919242,2.35259801228127,,4.00000000000000
VIRSorter_NODE_3708_length_11902_cov_2_66608,13,VIRSorter_NODE_3708_length_11902_cov_2_66608,13,3,,,,4.51782471686948,gene_2-gene_13:2.29416637875058,,
VIRSorter_NODE_3795_length_11600_cov_3_47709,12,VIRSorter_NODE_3795_length_11600_cov_3_47709,12,3,,,,5.71972283719362,3.51576238108110,,
VIRSorter_NODE_409_length_71575_cov_6_5178,81,VIRSorter_NODE_409_length_71575_cov_6_5178,81,3,,,,gene_1-gene_77:7.56062808339920,gene_1-gene_61:4.57445488980243,,
VIRSorter_NODE_4159_length_10560_cov_2_36897,13,VIRSorter_NODE_4159_length_10560_cov_2_36897,13,3,,,,4.51782471686948,gene_4-gene_13:3.40816724039475,,
VIRSorter_NODE_4170_length_10507_cov_6_87868,15,VIRSorter_NODE_4170_length_10507_cov_6_87868,15,3,,,,5.21818258089489,gene_2-gene_15:2.02135113180741,,
VIRSorter_NODE_4292_length_10210_cov_7_33107,18,VIRSorter_NODE_4292_length_10210_cov_7_33107,18,3,,,,gene_1-gene_16:5.40136148880636,gene_3-gene_16:3.68169702127796,,
VIRSorter_NODE_4465_length_9775_cov_27_7734,12,VIRSorter_NODE_4465_length_9775_cov_27_7734,12,3,,,,5.71972283719362,gene_1-gene_10:3.63001599001111,,
VIRSorter_NODE_4501_length_9718_cov_4_03136,18,VIRSorter_NODE_4501_length_9718_cov_4_03136,18,3,,,,8.09359861759055,gene_2-gene_17:2.61577509812115,,
VIRSorter_NODE_4534_length_9652_cov_2_46942,16,VIRSorter_NODE_4534_length_9652_cov_2_46942,16,3,,,,7.21667408542746,6.29129737206249,,
VIRSorter_NODE_4685_length_9300_cov_4_2305,20,VIRSorter_NODE_4685_length_9300_cov_4_2305,20,3,,,,gene_2-gene_20:5.42767405170498,,,gene_6-gene_19:2.94468179666816
VIRSorter_NODE_4715_length_9204_cov_16_5464,13,VIRSorter_NODE_4715_length_9204_cov_16_5464,13,3,,,,gene_3-gene_13:4.95638458027916,,,gene_1-gene_11:2.52913974587191
VIRSorter_NODE_4836_length_8975_cov_4_3,7,VIRSorter_NODE_4836_length_8975_cov_4_3,7,3,,,,3.79042655108673,4.11704652149222,,
VIRSorter_NODE_4877_length_8897_cov_7_48665,12,VIRSorter_NODE_4877_length_8897_cov_7_48665,12,3,,,,4.23185833769317,gene_1-gene_11:3.00407342803447,,
VIRSorter_NODE_5041_length_8577_cov_7_14879,11,VIRSorter_NODE_5041_length_8577_cov_7_14879,11,3,,,,5.47926332555949,gene_1-gene_10:2.80078538935050,,
VIRSorter_NODE_5068_length_8502_cov_4_28424,14,VIRSorter_NODE_5068_length_8502_cov_4_28424,14,3,,,,gene_3-gene_12:4.23880381392537,gene_3-gene_14:2.11807511969489,,
VIRSorter_NODE_5121_length_8393_cov_2_07268,10,VIRSorter_NODE_5121_length_8393_cov_2_07268,10,3,,,,5.41489507298105,3.27790664407016,,
VIRSorter_NODE_5222_length_8162_cov_4_96904,12,VIRSorter_NODE_5222_length_8162_cov_4_96904,12,3,,,,5.71972283719362,3.51576238108110,,
VIRSorter_NODE_5310_length_8012_cov_2_16828,13,VIRSorter_NODE_5310_length_8012_cov_2_16828,13,3,,,,gene_2-gene_13:4.01000958807682,gene_2-gene_12:3.95625368118030,,
VIRSorter_NODE_5364_length_7917_cov_4_46718,11,VIRSorter_NODE_5364_length_7917_cov_4_46718,11,3,,,,5.47926332555949,4.47913242646064,,
VIRSorter_NODE_5484_length_7718_cov_3_99073,14,VIRSorter_NODE_5484_length_7718_cov_3_99073,14,3,,,,6.40476184311779,gene_2-gene_14:4.88596431676122,,
VIRSorter_NODE_5526_length_7638_cov_3_32718,14,VIRSorter_NODE_5526_length_7638_cov_3_32718,14,3,,,,6.40476184311779,,,gene_4-gene_14:3.46407894808906
VIRSorter_NODE_5627_length_7476_cov_36_6196,12,VIRSorter_NODE_5627_length_7476_cov_36_6196,12,3,,,,4.23185833769317,3.51576238108110,,
VIRSorter_NODE_5687_length_7376_cov_2_94905,18,VIRSorter_NODE_5687_length_7376_cov_2_94905,18,3,,,,8.09359861759055,,,gene_1-gene_10:2.17975800387442
VIRSorter_NODE_5834_length_7179_cov_5_42027,14,VIRSorter_NODE_5834_length_7179_cov_5_42027,14,3,,,,gene_2-gene_13:5.32178282852158,gene_2-gene_13:4.33163450144183,,
VIRSorter_NODE_5867_length_7148_cov_1_90864,16,VIRSorter_NODE_5867_length_7148_cov_1_90864,16,3,,,,7.21667408542746,,,gene_1-gene_15:4.09853345768877
VIRSorter_NODE_5940_length_7038_cov_4_57798,16,VIRSorter_NODE_5940_length_7038_cov_4_57798,16,3,,,,5.60741597123949,,,3.78020323966483
VIRSorter_NODE_5961_length_7011_cov_5_57878,10,VIRSorter_NODE_5961_length_7011_cov_5_57878,10,3,,,,5.41489507298105,2.36963733029018,,
VIRSorter_NODE_6017_length_6943_cov_5_45688,10,VIRSorter_NODE_6017_length_6943_cov_5_45688,10,3,,,,5.41489507298105,3.27790664407016,,
VIRSorter_NODE_6092_length_6842_cov_3_02696,8,VIRSorter_NODE_6092_length_6842_cov_3_02696,8,3,,,,4.33191605838484,4.70519602456254,,
VIRSorter_NODE_612_length_53162_cov_51_5401,41,VIRSorter_NODE_612_length_53162_cov_51_5401,41,3,,,,gene_1-gene_40:4.38043002091304,gene_1-gene_16:2.53149288922268,,
VIRSorter_NODE_6130_length_6804_cov_2_92754,13,VIRSorter_NODE_6130_length_6804_cov_2_92754,13,3,,,,4.51782471686948,gene_4-gene_13:4.88149503070317,,
VIRSorter_NODE_6287_length_6608_cov_7_22936,7,VIRSorter_NODE_6287_length_6608_cov_7_22936,7,3,,,,3.79042655108673,4.11704652149222,,
VIRSorter_NODE_6310_length_6593_cov_4_20847,8,VIRSorter_NODE_6310_length_6593_cov_4_20847,8,3,,,,4.33191605838484,2.29822468037571,,
VIRSorter_NODE_648_length_51126_cov_10_3448,38,VIRSorter_NODE_648_length_51126_cov_10_3448,38,3,,,,gene_1-gene_35:9.99519676931229,gene_1-gene_34:4.59251897725299,,
VIRSorter_NODE_653_length_50816_cov_3_49183,55,VIRSorter_NODE_653_length_50816_cov_3_49183,55,3,,,,gene_8-gene_53:21.87469164175952,gene_5-gene_53:12.31242039211607,,
VIRSorter_NODE_659_length_50505_cov_42_6448,53,VIRSorter_NODE_659_length_50505_cov_42_6448,53,3,,,,gene_4-gene_52:6.11460834895620,gene_4-gene_52:3.09112235037080,,
VIRSorter_NODE_663_length_50221_cov_32_0505,73,VIRSorter_NODE_663_length_50221_cov_32_0505,73,3,,,,gene_8-gene_70:20.57929665486127,gene_8-gene_70:4.14659435201441,,gene_12-gene_70:3.61460617598385
VIRSorter_NODE_6641_length_6220_cov_18_9027,10,VIRSorter_NODE_6641_length_6220_cov_18_9027,10,3,,,,4.00339641151105,4.40816724039475,,
VIRSorter_NODE_679_length_49384_cov_5_26212,71,VIRSorter_NODE_679_length_49384_cov_5_26212,71,3,,,,gene_9-gene_63:22.52435604123715,gene_1-gene_63:9.19608599959513,,
VIRSorter_NODE_6874_length_5973_cov_2_22846,8,VIRSorter_NODE_6874_length_5973_cov_2_22846,8,3,,,,4.33191605838484,3.32514263586801,,2.29892011493682
VIRSorter_NODE_6929_length_5917_cov_15_7644,8,VIRSorter_NODE_6929_length_5917_cov_15_7644,8,3,,,,4.33191605838484,4.70519602456254,,
VIRSorter_NODE_6954_length_5891_cov_7_38005,12,VIRSorter_NODE_6954_length_5891_cov_7_38005,12,3,,,,5.71972283719362,3.51576238108110,,
VIRSorter_NODE_7048_length_5797_cov_3_66092,9,VIRSorter_NODE_7048_length_5797_cov_3_66092,9,3,,,,4.87340556568294,5.29334552763285,,
VIRSorter_NODE_7154_length_5697_cov_19_8075,9,VIRSorter_NODE_7154_length_5697_cov_19_8075,9,3,,,,4.87340556568294,2.78252976156380,,
VIRSorter_NODE_7317_length_5547_cov_3_75273,12,VIRSorter_NODE_7317_length_5547_cov_3_75273,12,3,,,,4.23185833769317,,,2.48846542637533
VIRSorter_NODE_7348_length_5514_cov_1_8965,10,VIRSorter_NODE_7348_length_5514_cov_1_8965,10,3,,,,4.00339641151105,3.27790664407016,,
VIRSorter_NODE_7381_length_5486_cov_4_26312,12,VIRSorter_NODE_7381_length_5486_cov_4_26312,12,3,,,,5.71972283719362,2.51601512836693,,
VIRSorter_NODE_744_length_46408_cov_34_9564,50,VIRSorter_NODE_744_length_46408_cov_34_9564,50,3,,,,gene_1-gene_48:8.31180737635514,gene_30-gene_41:4.12279088539015,,
VIRSorter_NODE_761_length_45932_cov_6_95771,51,VIRSorter_NODE_761_length_45932_cov_6_95771,51,3,,,,gene_2-gene_51:5.03062409754384,gene_3-gene_51:2.52158896648781,,
VIRSorter_NODE_7961_length_5024_cov_1_90139,7,VIRSorter_NODE_7961_length_5024_cov_1_90139,7,3,,,,3.79042655108673,4.11704652149222,,
VIRSorter_NODE_8069_length_4950_cov_2_54545,8,VIRSorter_NODE_8069_length_4950_cov_2_54545,8,3,,,,4.33191605838484,,,2.29892011493682
VIRSorter_NODE_8090_length_4940_cov_21_7275,10,VIRSorter_NODE_8090_length_4940_cov_21_7275,10,3,,,,5.41489507298105,2.36963733029018,,3.83297051764977
VIRSorter_NODE_828_length_43182_cov_9_48487,51,VIRSorter_NODE_828_length_43182_cov_9_48487,51,3,,,,gene_1-gene_50:6.55546328663625,gene_1-gene_50:6.34999982811611,,
VIRSorter_NODE_8294_length_4785_cov_6_09175,11,VIRSorter_NODE_8294_length_4785_cov_6_09175,11,3,,,,5.47926332555949,,,gene_2-gene_11:3.35584926293010
VIRSorter_NODE_8324_length_4766_cov_1_90703,12,VIRSorter_NODE_8324_length_4766_cov_1_90703,12,3,,,,5.71972283719362,4.72957451011387,,3.52131516734800
VIRSorter_NODE_8516_length_4636_cov_2_68959,9,VIRSorter_NODE_8516_length_4636_cov_2_68959,9,3,,,,4.87340556568294,3.86415564206042,,
VIRSorter_NODE_8656_length_4557_cov_2_10462,9,VIRSorter_NODE_8656_length_4557_cov_2_10462,9,3,,,,4.87340556568294,3.86415564206042,,
VIRSorter_NODE_8965_length_4355_cov_3_12884,8,VIRSorter_NODE_8965_length_4355_cov_3_12884,8,3,,,,4.33191605838484,2.29822468037571,,
VIRSorter_NODE_8990_length_4343_cov_6_68284,7,VIRSorter_NODE_8990_length_4343_cov_6_68284,7,3,,,,3.79042655108673,4.11704652149222,,
VIRSorter_NODE_940_length_39552_cov_8_27957,43,VIRSorter_NODE_940_length_39552_cov_8_27957,43,3,,,,11.33028848896806,gene_3-gene_43:4.29281414070618,,
VIRSorter_NODE_9418_length_4099_cov_2_77399,11,VIRSorter_NODE_9418_length_4099_cov_2_77399,11,3,,,,5.47926332555949,gene_2-gene_11:2.80078538935050,,
VIRSorter_NODE_943_length_39530_cov_2_67088,38,VIRSorter_NODE_943_length_39530_cov_2_67088,38,3,,,,gene_5-gene_38:5.30443229815294,gene_5-gene_38:3.78528384716959,,
VIRSorter_NODE_954_length_39289_cov_2_93307,37,VIRSorter_NODE_954_length_39289_cov_2_93307,37,3,,,,gene_3-gene_33:9.32371502379895,gene_3-gene_33:6.97050081405547,,
VIRSorter_NODE_965_length_38961_cov_4_46378,47,VIRSorter_NODE_965_length_38961_cov_4_46378,47,3,,,,9.85503184907785,gene_1-gene_36:2.20537784609834,,
VIRSorter_NODE_9723_length_3943_cov_10_7652,7,VIRSorter_NODE_9723_length_3943_cov_10_7652,7,3,,,,3.79042655108673,4.11704652149222,,
## 4 - Prophages - category 1 (sure)
## Contig_id,Nb genes contigs,Fragment,Nb genes,Category,Nb phage hallmark genes,Phage gene enrichment sig,Non-Caudovirales phage gene enrichment sig,Pfam depletion sig,Uncharacterized enrichment sig,Strand switch depletion sig,Short genes enrichment sig
VIRSorter_NODE_1080_length_35904_cov_5_61787,41,VIRSorter_NODE_1080_length_35904_cov_5_61787-gene_15-gene_34,20,1,4,gene_15-gene_34:2.79579670948562,,,,,
VIRSorter_NODE_172_length_117508_cov_12_4584,152,VIRSorter_NODE_172_length_117508_cov_12_4584-gene_53-gene_152,100,1,2,gene_53-gene_152:26.29775741626023,,gene_53-gene_152:45.71188795687554,,,
VIRSorter_NODE_210_length_105637_cov_6_44089,92,VIRSorter_NODE_210_length_105637_cov_6_44089-gene_3-gene_13,11,1,4,gene_3-gene_13:2.32591773509011,,,,,
VIRSorter_NODE_2219_length_19839_cov_4_03761,20,VIRSorter_NODE_2219_length_19839_cov_4_03761-gene_1-gene_12,12,1,1,gene_1-gene_12:4.69361673944984,,gene_1-gene_12:4.67833015203539,,,
VIRSorter_NODE_289_length_86445_cov_10_5297,75,VIRSorter_NODE_289_length_86445_cov_10_5297-gene_2-gene_17,16,1,1,gene_2-gene_17:7.56515830450637,,gene_2-gene_17:5.31924337419097,,,
VIRSorter_NODE_3270_length_13506_cov_4_95643,20,VIRSorter_NODE_3270_length_13506_cov_4_95643-gene_7-gene_20,14,1,3,gene_7-gene_20:2.36159196190824,,gene_7-gene_20:5.76130916663160,,,
VIRSorter_NODE_68_length_182674_cov_31_895,185,VIRSorter_NODE_68_length_182674_cov_31_895-gene_22-gene_84,63,1,5,gene_22-gene_84:20.68098505101933,,gene_22-gene_84:25.95252262286253,,,
VIRSorter_NODE_81_length_170530_cov_9_3944,174,VIRSorter_NODE_81_length_170530_cov_9_3944-gene_1-gene_53,53,1,5,gene_1-gene_53:10.55017422988612,,gene_1-gene_53:20.72608446971119,,,
## 5 - Prophages - category 2 (somewhat sure)
## Contig_id,Nb genes contigs,Fragment,Nb genes,Category,Nb phage hallmark genes,Phage gene enrichment sig,Non-Caudovirales phage gene enrichment sig,Pfam depletion sig,Uncharacterized enrichment sig,Strand switch depletion sig,Short genes enrichment sig
VIRSorter_NODE_1093_length_35509_cov_78_0684,44,VIRSorter_NODE_1093_length_35509_cov_78_0684-gene_23-gene_44,22,2,3,,,gene_23-gene_44:7.36879003325653,,,
VIRSorter_NODE_1198_length_33143_cov_3_68007,45,VIRSorter_NODE_1198_length_33143_cov_3_68007-gene_13-gene_45,33,2,3,gene_16-gene_42:5.53524772124895,,gene_13-gene_45:13.12756382714387,,,
VIRSorter_NODE_121_length_142739_cov_14_4357,161,VIRSorter_NODE_121_length_142739_cov_14_4357-gene_15-gene_73,59,2,4,gene_15-gene_58:8.67943647796194,,gene_15-gene_73:25.79131912152427,,,gene_59-gene_71:2.32084330260069
VIRSorter_NODE_1277_length_31642_cov_2_85133,31,VIRSorter_NODE_1277_length_31642_cov_2_85133-gene_8-gene_22,15,2,1,,,gene_8-gene_22:2.88441570019000,,,
VIRSorter_NODE_1301_length_31166_cov_4_53148,46,VIRSorter_NODE_1301_length_31166_cov_4_53148-gene_11-gene_46,36,2,1,gene_12-gene_44:12.70487590532536,,gene_11-gene_46:14.69119991829490,,,
VIRSorter_NODE_1363_length_30220_cov_73_0172,34,VIRSorter_NODE_1363_length_30220_cov_73_0172-gene_1-gene_23,23,2,,gene_8-gene_18:3.35636175688521,,gene_1-gene_23:6.73469448240886,,,
VIRSorter_NODE_140_length_132135_cov_26_1102,119,VIRSorter_NODE_140_length_132135_cov_26_1102-gene_103-gene_119,17,2,2,gene_103-gene_118:7.13779229812113,,gene_103-gene_119:5.43336687510384,,,
VIRSorter_NODE_144_length_130664_cov_6_38759,130,VIRSorter_NODE_144_length_130664_cov_6_38759-gene_96-gene_130,35,2,4,gene_97-gene_130:8.51951698074198,,gene_96-gene_130:7.60050005919976,,,
VIRSorter_NODE_161_length_122573_cov_59_5477,124,VIRSorter_NODE_161_length_122573_cov_59_5477-gene_1-gene_69,69,2,2,gene_2-gene_29:8.63601678481742,,gene_1-gene_69:27.64851240407931,,,
